Key,Film Title,Year,Production,Type,Topic,Plot Summary
hua zhong ren,画中人,1958,Changchun Film Studio,Feature,0,巧姐与青年农民庄哥相爱时，正赶上皇帝天下选美，皇帝听说巧姐长得美丽，就派巫臣带兵抢亲。巧姐不从，跳下山崖，被仙姬所救。仙姬将巧姐变成{QUOTE}画中人{QUOTE}，将画卷送给庄哥。此后，每当庄哥外出劳动或夜间睡觉时，巧姐便从画上下来为他料理家务。一日，庄哥乘巧姐下画时，悄悄进屋摘下空画，经过他的苦留，巧姐决心下画，与庄哥结为夫妇。正当他们拜花堂时，巫臣带兵来到，抢走了巧姐。巧姐为不遭皇帝污辱，复入画中。皇帝将画囚禁于密室内。庄哥夜入密室，与巧姐相见，不料被皇帝发现。皇帝带兵来抓人，庄哥奋起反抗，烧毁了皇帝的龙袍，终因寡不敌众被俘。巧姐为救庄哥，被迫给皇帝重绣龙袍。皇帝见龙袍已绣成，仍要霸占巧姐和斩杀庄哥。庄哥大怒，一剑刺中皇帝身上新绣的龙袍。龙袍上的海水顿时变成真的了，汹涌的海水淹没了皇宫，皇帝和巫臣受到应有的惩罚。庄哥与巧姐终于获得了团聚。
lie bing deng zhi gao,列兵邓志高,1958,Changchun Film Studio,Feature,12,新战士邓志高刚入伍时，自由散漫，孩子气很重。副连长是他父亲生前的老战友，对邓志高格外喜爱，想把邓志高培养成像他父亲那样出色的战士。但由于他的教育思想和方法不对头，收效甚微，而且由于急于求成，对邓志高反而起了一种坏效果。指导员发现副连长对邓志高的教育方法不对头，及时地进行了批评指正。最后，邓志高在党支部和副连长的批评教育下，改正了错误，并立了功，成为一个优秀的革命战士。
xin de yi ke,新的一课,1958,Changchun Film Studio,Feature,6,在一九五七年的整风运动中，某大学化学系三年级的学生，为贯彻党提出的教育为政治服务，教育和生产劳动相结合的方针，在系党支部的领导下，女学生纪桂芳提出搞特种炭黑的建议，受到思想保守的周守方、孙教授等人的反对。然而，学员们敢想敢干，积极钻研科学资料，派人出去学习，在老工人张师傅的帮助下，终于建成生产特种炭黑的工厂。
fu wu yuan,服务员,1958,Changchun Film Studio,Artistic Documentary,14,在大跃进中，佳木斯某拖拉机厂的采购员，为采购高压油泵来到哈尔滨，由于劳累过度，病倒在旅馆。旅馆服务员苗玉青主动帮助病人采购物品，碰了不少钉子，最后在丈夫刘春林的帮助下，终于采购到高压油泵，使生病的采购员如期完成了任务。
shuai qi piao piao,帅旗飘飘,1958,Changchun Film Studio,Feature,3,在大跃进年代，县委章书记积极发动群众大炼钢铁，想建设一座钢铁厂。为了解决矿石问题，章书记亲自带领群众上山找矿。经过努力，钢铁厂终于建成了。这个消息又促进了农村的土高炉群运动。岭南乡的爱莲等在章书记的支持下，迅速建起了许多小土高炉。章书记带领钢铁厂林厂长去岭南乡参观学习，促使钢铁厂与农业社的土高炉展开竞赛。全民炼钢铁的运动开展起来后，由于交通运输困难，矿石供应不上，章书记又领导群众修起了铁路，并设法在矿山进行露天开采。在党中央提出把我国钢产量再翻一番的号召鼓舞下，章书记又制定了一个更大规模的钢铁生产规划，从而受到了中央领导同志的表扬。
chun shui chang liu,春水长流,1958,Changchun Film Studio,Feature,3,一九五八年春天，繁荣农业社提出{QUOTE}一年跨黄河，三年过江南{QUOTE}的口号，农业社主任韩贵带领群众，掀起大开水田的高潮。社副主任杜来宝思想保守，主张少开田。在前来支农的汽车厂老师傅张福的帮助和群众的鼓励下，杜来宝转变了思想，将{QUOTE}三年过江南{QUOTE}的口号，改为{QUOTE}一年过江南{QUOTE}。
shang ba de gu shi,伤疤的故事,1958,Changchun Film Studio,Feature,11,陈友德复员回乡后，发现哥哥陈修德在嫂嫂凤英的影响下，忘记了从前苦难的日子，搞单干，放高利贷，走个人发家致富的道路，凤英还虐待妹妹小凤。陈友德为人正直，爱社如家，一心要帮助哥嫂入社，但哥嫂却认为友德是算计他们，于是兄弟俩分了家。在合作化运动中，友德当了合作社社长，他和小凤彼此同情和照顾，不久结了婚。一次，友德发现哥嫂偷贩粮食，便与之斗争，哥哥打伤了他的胳膊，留下一块伤疤。
kuai ma jia bian,快马加鞭,1958,Lanzhou Film Studio & Changchun Film Studio,Artistic Documentary,8,兰州化肥厂华总指挥从北京开会回来，提出提前一年半完成化肥厂建厂的任务。总工程师汤仲实强调有困难。工长赵德亮为了完成这一任务，建议将耐火砖改型。迷信书本的汤总工程师反对赵的建议；崇拜汤总工程师的工段长刘厚禄，则怕砌坏炉子丢掉全段荣誉，也反对用改型的耐火砖砌炉。指挥部采纳了赵的建议。但在砌煤气发生炉时，由于青年徒工何金彪工作不细心，炉子砌的不合乎规格造成返工，这就给反对用改型的耐火砖砌炉的人造成了口实。华、赵等经过检查，肯定事故的发生是砌炉的技术问题，决定继续砌炉，终于将炉子砌好。继之，电焊加工厂失火，烧坏了四台电焊机，给化肥厂的建设带来很大困难。这时汤总工程师主张购买新电焊机。赵则提出试制水阻电焊机，并试制成功，保证了化肥厂提前建成投产。经过几次事实的教训，最后，汤总工程师认识到自己迷信书本的思想错误，要求到农村洮河引水工地去学习。刘厚禄因为工作中的错误受到处分，决心在今后的工作中努力改造自己。
hong ling jin de gu shi,红领巾的故事,1958,Changchun Film Studio,Artistic Documentary,8,一九五八年，某矿区工人子弟小学的一群少先队员，在少先队大队长刘淑萍的建议下，想在暑假期间拣废铁炼钢。班主任怕影响孩子们暑假复习功课，反对这一建议。辅导员和党支书支持孩子们的意见，帮助他们去炼钢厂学习，并请炼钢厂老工人张老恭来作指导，他们用废旧的大汽油桶当炉壳，从铁路机械厂借来破鼓风机，校长把自行车献出来，改装成脚蹬动力机，于是炉子建成了。这个小工厂被命名为红领巾炼铁厂，刘淑萍当了小厂长。在张老恭的指导下，同学们炼出了质量很高的灰口铁，在全市的炼铁比武大会上，受到赞扬。之后，他们又用坩锅，一夜之间炼出了使老工人张老恭都感到惊讶的高矽钢。为此，红领巾炼铁厂变成了炼钢厂。后来他们还帮助别的中学建成炼钢炉。由于贯彻了上述教育方针，使孩子们不仅增加了生产知识，而且学习成绩也比过去更好了。
tian xia wu nan shi,天下无难事,1958,Changchun Film Studio,Artistic Documentary,9,一九五五年，辽宁某炼钢厂杨厂长和老工人张鹏等，为了支援国家现代化建设，以大胆创造的精神，提出用废铁炼钢。思想保守的朱副厂长和吴工程师，认为工厂设备简陋，工人们缺乏经验，不相信他们能炼出钢。张鹏等坚信通过钻研，一定能成功。在杨厂长的支持下，张鹏从书店买来了关于炼钢的书，工人们对炼钢技术进行刻苦钻研，积极实践。但在试炼当中，连续遭到几次失败。为此，本来不赞成炼钢的朱副厂长便指责他们好大喜功，盲目蛮干，要求杨厂长停止试验。杨厂长和工人们总结多次失败的经验教训，终于成功地利用废铁炼出了钢。之后，炼铁厂决定扩建成炼钢厂，需要投资五十一万元，可是上级只拨给十五万元。采购员袁克勤提出少花钱办大事的建议，在兄弟厂大力协助下，袁采购来一些破旧机器，被老工人曹福等修好；张鹏又去先进厂学习了炼钢技术。就这样，一座年产三十万吨的炼钢厂在一片废墟上建成了。但是在炼钢过程中，又出现炼钢炉跑钢的问题。为了弄清原因，杨厂长亲自下炉检查，在他和张鹏等人的苦心钻研下，终于找到原因，炼出了第一炉钢。
chun lei (1958),春雷,1958,Changchun Film Studio,Feature,14,两个造纸厂开展生产竞赛。石建厂赶不上长白厂，便去长白厂学习经验，结果创造了新纪录，两厂竞赛继续进行。
bao shan zhi ge,宝山之歌,1958,Changchun Film Studio,Artistic Documentary,6,一九五八年八月，某县炼铁厂为响应省里冶金会议关于就地取材大炼钢铁的号召，县委副书记杨敏破除迷信，根据群众提供的线索，亲自率领勘探队上山找矿。他们好不容易找到几块铁矿石，思想保守的杨克仲却认为这是大水冲来的外地的矿石，对找矿缺乏信心。继之，他们又找到含铁量只有19%的贫铁矿，杨克仲又认为没有使用价值，提出转移到别处寻找矿源，他不听杨敏的批评和挽留，独自下山去了。杨敏并没有因此动摇，在当地老乡冯大爷的帮助下，他们找到了含铁量达70%的富铁矿，最后终于在国庆这天炼出了铁。
huo yan ju,火焰驹,1958,Changchun Film Studio,Opera,13,李彦贵的哥哥彦荣出征塞外。与李家有仇的奸臣王强诬告彦荣叛国投敌，彦贵一家被逐出汴梁，其父被捕入狱。{LINE_CUT}彦贵被迫与母亲，嫂嫂去投靠岳父黄璋，黄璋见李家破产，决意撕毁婚约。彦贵一气之下，离开黄家，卖水度日。黄璋之女桂英反对父亲所作所为，终日闷闷不乐。一天，丫环芸香陪她到花园解闷，发现彦贵在街头卖水。于是芸香帮助桂英与彦贵相会，两人互相表白了誓死不渝的爱情，桂英约彦贵晚上到后花园取银，以解决其生活困难，不料此事被家人王良得知并报告了黄璋，黄璋施毒计，命王良在当晚杀死了芸香，又以谋财害命之罪把彦贵送到苏州府。苏州知府受贿，判彦贵死刑。此时，恰好曾得到李家帮助过的马贩艾谦从边塞回到苏州，他把彦贵的不幸和彦荣边塞立功的事告诉了李夫人，还自告奋勇骑上火焰驹去边塞给彦荣报信。{LINE_CUT}彦贵刑期到了，桂英、李母与彦贵的嫂嫂都来到刑场，李夫人与彦贵以为桂英父女合谋陷害彦贵，因此见到桂英很是气愤，经桂英讲明事情的经过，误会才得解除。行刑时刻已到，李夫人正在无计可施之时，彦荣、艾谦赶到，救了彦贵。王强的阴谋被揭穿，黄璋得到应有的惩罚。李家重又团圆，彦贵与桂英结成美满夫妻。
feng zheng,风筝,1958,Beijing Film Studio & Garance Productions (France),Feature,10,一架绘有孙悟空形象的风筝，由北京随风飘到巴黎。巴黎儿童比埃罗和他的妹妹尼高尔、小伙伴贝贝尔等人得到这架美丽的风筝及附着的一封信。比埃罗找到在巴黎的一家中国古玩店老板翻译此信，知道了写信和送风筝的是北京的一个儿童宋小清，信中要求收到风筝的人回信并做为他的朋友。比埃罗当然愿意回信和宋做朋友。但顽皮的贝贝尔因与比埃罗发生了争执，赌气抢走了回信地址。晚上，比埃罗在幻梦中得到孙悟空的帮助，和妹妹尼高尔来到了北京，终于找到了风筝的主人宋小清。醒来以后，正好贝贝尔来向他认错，把地址还给了他。于是比埃罗和小朋友们一起给宋小清回了一封信，另外又写了一封信，系在风筝上，让风筝去帮助他们寻找友谊。
